sku,unit,warehouse,day,document_number,order_qty,prior_orders,prior_window_days,historical_median,threshold_iqr,threshold_8median,reason,excluded_qty,exclusion_status,month,comparable,matches_signed,sales_qty_raw,monthly_matches_signed,review_reason
010500036_,шт,Алматы,2026-05-19,20000052312,48.0,865,180,3.0,29.0,24.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-05-01,True,False,989.0,False,monthly_and_transactions_not_reconciled
010500036_,шт,Алматы,2026-05-20,20000052341,96.0,866,180,3.0,29.0,24.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-05-01,True,False,989.0,False,monthly_and_transactions_not_reconciled
010500036_,шт,Алматы,2026-05-22,30000001428,48.0,865,180,4.0,29.0,32.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-05-01,True,False,989.0,False,monthly_and_transactions_not_reconciled
010500036_,шт,Алматы,2026-05-25,20000054905,48.0,856,180,4.0,29.0,32.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-05-01,True,False,989.0,False,monthly_and_transactions_not_reconciled
010500036_,шт,Алматы,2026-05-28,20000055712,48.0,855,180,4.0,29.0,32.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-05-01,True,False,989.0,False,monthly_and_transactions_not_reconciled
010500036_,шт,Алматы,2026-06-03,20000058135,48.0,845,180,4.0,29.0,32.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-06-01,True,False,1430.0,False,monthly_and_transactions_not_reconciled
010500036_,шт,Алматы,2026-06-03,30000001537,56.0,845,180,4.0,29.0,32.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-06-01,True,False,1430.0,False,monthly_and_transactions_not_reconciled
010500036_,шт,Алматы,2026-06-05,20000059472,48.0,850,180,4.0,29.0,32.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-06-01,True,False,1430.0,False,monthly_and_transactions_not_reconciled
010500036_,шт,Алматы,2026-06-09,20000060388,48.0,846,180,4.0,29.0,32.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-06-01,True,False,1430.0,False,monthly_and_transactions_not_reconciled
010500036_,шт,Алматы,2026-06-11,20000062042,96.0,849,180,4.0,29.0,32.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-06-01,True,False,1430.0,False,monthly_and_transactions_not_reconciled
010500036_,шт,Алматы,2026-06-17,20000064820,144.0,848,180,4.0,29.0,32.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-06-01,True,False,1430.0,False,monthly_and_transactions_not_reconciled
010500036_,шт,Алматы,2026-06-17,20000065088,46.0,848,180,4.0,29.0,32.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-06-01,True,False,1430.0,False,monthly_and_transactions_not_reconciled
010500036_,шт,Алматы,2026-06-17,20000065192,96.0,848,180,4.0,29.0,32.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-06-01,True,False,1430.0,False,monthly_and_transactions_not_reconciled
010500036_,шт,Алматы,2026-06-19,20000066432,78.0,855,180,4.0,29.0,32.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-06-01,True,False,1430.0,False,monthly_and_transactions_not_reconciled
010500036_,шт,Алматы,2026-06-20,20000065985,48.0,864,180,4.0,29.0,32.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-06-01,True,False,1430.0,False,monthly_and_transactions_not_reconciled
010500036_,шт,Алматы,2026-06-27,20000070176,48.0,864,180,3.5,29.0,28.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-06-01,True,False,1430.0,False,monthly_and_transactions_not_reconciled
010500036_,шт,Алматы,2026-07-09,20000075152,50.0,880,180,3.0,29.0,24.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-07-01,True,False,1520.0,False,monthly_and_transactions_not_reconciled
010500036_,шт,Алматы,2026-07-10,20000075523,48.0,881,180,3.0,29.0,24.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-07-01,True,False,1520.0,False,monthly_and_transactions_not_reconciled
010500036_,шт,Алматы,2026-07-15,20000078051,48.0,884,180,3.0,29.0,24.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-07-01,True,False,1520.0,False,monthly_and_transactions_not_reconciled
010500036_,шт,Алматы,2026-07-16,20000078178,48.0,888,180,3.0,29.0,24.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-07-01,True,False,1520.0,False,monthly_and_transactions_not_reconciled
010500036_,шт,Алматы,2026-07-16,20000078407,48.0,888,180,3.0,29.0,24.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-07-01,True,False,1520.0,False,monthly_and_transactions_not_reconciled
010500036_,шт,Алматы,2026-07-21,20000080815,48.0,884,180,3.0,29.0,24.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-07-01,True,False,1520.0,False,monthly_and_transactions_not_reconciled
010500036_,шт,Алматы,2026-07-21,20000080965,36.0,884,180,3.0,29.0,24.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-07-01,True,False,1520.0,False,monthly_and_transactions_not_reconciled
010500036_,шт,Алматы,2026-07-22,20000080911,48.0,891,180,3.0,29.0,24.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-07-01,True,False,1520.0,False,monthly_and_transactions_not_reconciled
010500036_,шт,Алматы,2026-07-23,20000081623,48.0,890,180,3.5,29.0,28.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-07-01,True,False,1520.0,False,monthly_and_transactions_not_reconciled
010500036_,шт,Алматы,2026-07-27,20000083512,48.0,885,180,3.0,29.0,24.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-07-01,True,False,1520.0,False,monthly_and_transactions_not_reconciled
010500036_,шт,Алматы,2026-07-28,20000083271,144.0,883,180,3.0,29.0,24.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-07-01,True,False,1520.0,False,monthly_and_transactions_not_reconciled
010500036_,шт,Алматы,2026-07-28,20000083516,48.0,883,180,3.0,29.0,24.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-07-01,True,False,1520.0,False,monthly_and_transactions_not_reconciled
010500036_,шт,Алматы,2026-07-28,20000083954,48.0,883,180,3.0,29.0,24.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-07-01,True,False,1520.0,False,monthly_and_transactions_not_reconciled
010500036_,шт,Алматы,2026-08-06,20000088647,48.0,887,180,4.0,29.0,32.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-08-01,True,False,1640.0,False,monthly_and_transactions_not_reconciled
010500036_,шт,Алматы,2026-08-07,20000088909,96.0,898,180,3.5,29.0,28.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-08-01,True,False,1640.0,False,monthly_and_transactions_not_reconciled
010500036_,шт,Алматы,2026-08-11,20000090174,40.0,892,180,3.5,29.0,28.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-08-01,True,False,1640.0,False,monthly_and_transactions_not_reconciled
010500036_,шт,Алматы,2026-08-13,20000091395,32.0,907,180,4.0,29.0,32.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-08-01,True,False,1640.0,False,monthly_and_transactions_not_reconciled
010500036_,шт,Алматы,2026-08-13,20000091687,48.0,907,180,4.0,29.0,32.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-08-01,True,False,1640.0,False,monthly_and_transactions_not_reconciled
010500036_,шт,Алматы,2026-08-13,20000091766,48.0,907,180,4.0,29.0,32.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-08-01,True,False,1640.0,False,monthly_and_transactions_not_reconciled
010500036_,шт,Алматы,2026-08-14,20000092656,75.0,912,180,4.0,29.0,32.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-08-01,True,False,1640.0,False,monthly_and_transactions_not_reconciled
010500036_,шт,Алматы,2026-08-18,20000093750,96.0,906,180,4.0,29.0,32.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-08-01,True,False,1640.0,False,monthly_and_transactions_not_reconciled
010500036_,шт,Алматы,2026-08-19,20000094915,48.0,909,180,4.0,29.0,32.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-08-01,True,False,1640.0,False,monthly_and_transactions_not_reconciled
010500036_,шт,Алматы,2026-08-20,20000095007,32.0,917,180,4.0,29.0,32.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-08-01,True,False,1640.0,False,monthly_and_transactions_not_reconciled
010500036_,шт,Алматы,2026-08-25,30000002362,144.0,917,180,4.0,29.0,32.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-08-01,True,False,1640.0,False,monthly_and_transactions_not_reconciled
010500036_,шт,Алматы,2026-08-26,20000098326,40.0,921,180,4.0,29.0,32.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-08-01,True,False,1640.0,False,monthly_and_transactions_not_reconciled
010500036_,шт,Алматы,2026-08-31,20000100326,48.0,921,180,4.0,29.0,32.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-08-01,True,False,1640.0,False,monthly_and_transactions_not_reconciled
010500036_,шт,Алматы,2026-09-03,20000102073,48.0,928,180,4.0,29.0,32.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-09-01,,,,False,monthly_and_transactions_not_reconciled
010500036_,шт,Алматы,2026-09-03,20000102450,48.0,928,180,4.0,29.0,32.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-09-01,,,,False,monthly_and_transactions_not_reconciled
010500036_,шт,Алматы,2026-09-08,20000104675,94.0,943,180,4.0,29.0,32.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-09-01,,,,False,monthly_and_transactions_not_reconciled
010500036_,шт,Алматы,2026-09-15,20000108071,64.0,929,180,4.0,29.0,32.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-09-01,,,,False,monthly_and_transactions_not_reconciled
010500036_,шт,Алматы,2026-09-17,20000109026,48.0,933,180,4.0,29.0,32.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-09-01,,,,False,monthly_and_transactions_not_reconciled
010500036_,шт,Алматы,2026-09-17,20000109190,160.0,933,180,4.0,29.0,32.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-09-01,,,,False,monthly_and_transactions_not_reconciled
010500036_,шт,Алматы,2026-09-18,20000109504,48.0,946,180,4.0,29.0,32.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-09-01,,,,False,monthly_and_transactions_not_reconciled
010500036_,шт,Алматы,2026-09-19,20000110276,48.0,952,180,4.0,29.0,32.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-09-01,,,,False,monthly_and_transactions_not_reconciled
010500036_,шт,Алматы,2026-09-22,20000110781,48.0,968,180,4.0,29.0,32.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2026-09-01,,,,False,monthly_and_transactions_not_reconciled
010500037_,шт,Алматы,2025-01-09,20000001465,96.0,13,180,3.0,26.0,24.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-01-01,True,False,1003.0,False,monthly_and_transactions_not_reconciled
010500037_,шт,Алматы,2025-01-15,20000002797,48.0,38,180,3.0,26.0,24.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-01-01,True,False,1003.0,False,monthly_and_transactions_not_reconciled
010500037_,шт,Алматы,2025-01-16,20000003487,48.0,42,180,3.0,35.0,24.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-01-01,True,False,1003.0,False,monthly_and_transactions_not_reconciled
010500037_,шт,Алматы,2025-01-17,30000000193,48.0,46,180,3.0,41.0,24.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-01-01,True,False,1003.0,False,monthly_and_transactions_not_reconciled
010500037_,шт,Алматы,2025-01-23,20000006280,30.0,72,180,3.0,26.0,24.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-01-01,True,False,1003.0,False,monthly_and_transactions_not_reconciled
010500037_,шт,Алматы,2025-01-23,20000006645,96.0,72,180,3.0,26.0,24.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-01-01,True,False,1003.0,False,monthly_and_transactions_not_reconciled
010500037_,шт,Алматы,2025-01-27,20000007774,48.0,84,180,3.0,26.0,24.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-01-01,True,False,1003.0,False,monthly_and_transactions_not_reconciled
010500037_,шт,Алматы,2025-01-30,20000009060,48.0,100,180,3.0,26.0,24.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-01-01,True,False,1003.0,False,monthly_and_transactions_not_reconciled
010500037_,шт,Алматы,2025-02-03,20000010539,48.0,109,180,3.0,26.0,24.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-02-01,True,False,752.0,False,monthly_and_transactions_not_reconciled
010500037_,шт,Алматы,2025-02-07,30000000377,48.0,125,180,4.0,26.0,32.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-02-01,True,False,752.0,False,monthly_and_transactions_not_reconciled
010500037_,шт,Алматы,2025-02-10,20000013137,50.0,130,180,4.0,26.0,32.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-02-01,True,False,752.0,False,monthly_and_transactions_not_reconciled
010500037_,шт,Алматы,2025-02-13,20000014559,48.0,142,180,3.0,26.0,24.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-02-01,True,False,752.0,False,monthly_and_transactions_not_reconciled
010500037_,шт,Алматы,2025-02-25,20000019080,48.0,179,180,3.0,29.0,24.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-02-01,True,False,752.0,False,monthly_and_transactions_not_reconciled
010500037_,шт,Алматы,2025-02-26,20000019335,48.0,185,180,3.0,29.0,24.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-02-01,True,False,752.0,False,monthly_and_transactions_not_reconciled
010500037_,шт,Алматы,2025-02-28,20000020365,48.0,190,180,3.0,28.25,24.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-02-01,True,False,752.0,False,monthly_and_transactions_not_reconciled
010500037_,шт,Алматы,2025-03-11,20000023898,40.0,214,180,3.0,26.0,24.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-03-01,True,False,785.0,False,monthly_and_transactions_not_reconciled
010500037_,шт,Алматы,2025-03-12,20000024212,36.0,219,180,3.0,26.0,24.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-03-01,True,False,785.0,False,monthly_and_transactions_not_reconciled
010500037_,шт,Алматы,2025-03-13,20000024760,48.0,224,180,3.0,26.0,24.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-03-01,True,False,785.0,False,monthly_and_transactions_not_reconciled
010500037_,шт,Алматы,2025-03-17,20000025704,48.0,231,180,3.0,26.0,24.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-03-01,True,False,785.0,False,monthly_and_transactions_not_reconciled
010500037_,шт,Алматы,2025-03-17,20000025799,48.0,231,180,3.0,26.0,24.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-03-01,True,False,785.0,False,monthly_and_transactions_not_reconciled
010500037_,шт,Алматы,2025-03-19,20000026741,32.0,244,180,4.0,26.0,32.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-03-01,True,False,785.0,False,monthly_and_transactions_not_reconciled
010500037_,шт,Алматы,2025-03-20,20000027197,48.0,258,180,4.0,26.0,32.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-03-01,True,False,785.0,False,monthly_and_transactions_not_reconciled
010500037_,шт,Алматы,2025-03-28,20000029369,48.0,271,180,4.0,26.0,32.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-03-01,True,False,785.0,False,monthly_and_transactions_not_reconciled
010500037_,шт,Алматы,2025-04-05,20000032363,48.0,302,180,4.0,26.0,32.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-04-01,True,False,761.0,False,monthly_and_transactions_not_reconciled
010500037_,шт,Алматы,2025-04-09,20000033515,48.0,314,180,4.0,26.0,32.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-04-01,True,False,761.0,False,monthly_and_transactions_not_reconciled
010500037_,шт,Алматы,2025-04-21,20000038895,50.0,351,180,4.0,26.0,32.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-04-01,True,False,761.0,False,monthly_and_transactions_not_reconciled
010500037_,шт,Алматы,2025-04-30,20000042431,48.0,384,180,4.0,26.0,32.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-04-01,True,False,761.0,False,monthly_and_transactions_not_reconciled
010500037_,шт,Алматы,2025-05-14,20000047336,48.0,423,180,4.0,26.0,32.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-05-01,True,False,827.0,False,monthly_and_transactions_not_reconciled
010500037_,шт,Алматы,2025-05-15,30000031894,96.0,429,180,4.0,26.0,32.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-05-01,True,False,827.0,False,monthly_and_transactions_not_reconciled
010500037_,шт,Алматы,2025-05-22,30000031996,96.0,449,180,4.0,26.0,32.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-05-01,True,False,827.0,False,monthly_and_transactions_not_reconciled
010500037_,шт,Алматы,2025-05-23,20000051756,48.0,453,180,4.0,26.0,32.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-05-01,True,False,827.0,False,monthly_and_transactions_not_reconciled
010500037_,шт,Алматы,2025-05-26,20000052743,50.0,462,180,4.0,26.0,32.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-05-01,True,False,827.0,False,monthly_and_transactions_not_reconciled
010500037_,шт,Алматы,2025-05-28,20000053698,48.0,470,180,4.0,26.0,32.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-05-01,True,False,827.0,False,monthly_and_transactions_not_reconciled
010500037_,шт,Алматы,2025-05-28,30000032058,48.0,470,180,4.0,26.0,32.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-05-01,True,False,827.0,False,monthly_and_transactions_not_reconciled
010500037_,шт,Алматы,2025-06-04,30000032133,48.0,492,180,4.0,26.0,32.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-06-01,True,False,978.0,False,monthly_and_transactions_not_reconciled
010500037_,шт,Алматы,2025-06-10,20000059355,48.0,508,180,4.0,26.0,32.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-06-01,True,False,978.0,False,monthly_and_transactions_not_reconciled
010500037_,шт,Алматы,2025-06-12,20000060362,48.0,517,180,4.0,26.0,32.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-06-01,True,False,978.0,False,monthly_and_transactions_not_reconciled
010500037_,шт,Алматы,2025-06-13,20000061071,40.0,523,180,4.0,27.5,32.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-06-01,True,False,978.0,False,monthly_and_transactions_not_reconciled
010500037_,шт,Алматы,2025-06-13,30000032238,48.0,523,180,4.0,27.5,32.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-06-01,True,False,978.0,False,monthly_and_transactions_not_reconciled
010500037_,шт,Алматы,2025-06-19,20000063315,48.0,549,180,3.0,29.0,24.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-06-01,True,False,978.0,False,monthly_and_transactions_not_reconciled
010500037_,шт,Алматы,2025-06-20,20000063772,34.0,553,180,3.0,29.0,24.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-06-01,True,False,978.0,False,monthly_and_transactions_not_reconciled
010500037_,шт,Алматы,2025-06-26,20000066103,48.0,567,180,3.0,27.5,24.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-06-01,True,False,978.0,False,monthly_and_transactions_not_reconciled
010500037_,шт,Алматы,2025-06-30,20000067952,96.0,587,180,3.0,29.0,24.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-06-01,True,False,978.0,False,monthly_and_transactions_not_reconciled
010500037_,шт,Алматы,2025-07-03,20000068942,48.0,600,180,3.0,26.0,24.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-07-01,True,False,1042.0,False,monthly_and_transactions_not_reconciled
010500037_,шт,Алматы,2025-07-05,20000070210,48.0,611,180,3.0,29.0,24.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-07-01,True,False,1042.0,False,monthly_and_transactions_not_reconciled
010500037_,шт,Алматы,2025-07-11,20000072356,48.0,601,180,4.0,29.0,32.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-07-01,True,False,1042.0,False,monthly_and_transactions_not_reconciled
010500037_,шт,Алматы,2025-07-15,20000073919,100.0,600,180,4.0,29.0,32.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-07-01,True,False,1042.0,False,monthly_and_transactions_not_reconciled
010500037_,шт,Алматы,2025-07-16,20000074208,48.0,603,180,4.0,29.0,32.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-07-01,True,False,1042.0,False,monthly_and_transactions_not_reconciled
010500037_,шт,Алматы,2025-07-21,20000076454,62.0,605,180,4.0,29.0,32.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-07-01,True,False,1042.0,False,monthly_and_transactions_not_reconciled
010500037_,шт,Алматы,2025-07-22,20000077521,32.0,609,180,3.0,29.0,24.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-07-01,True,False,1042.0,False,monthly_and_transactions_not_reconciled
010500037_,шт,Алматы,2025-07-25,20000078071,48.0,612,180,3.0,29.0,24.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-07-01,True,False,1042.0,False,monthly_and_transactions_not_reconciled
010500037_,шт,Алматы,2025-07-25,30000032674,48.0,612,180,3.0,29.0,24.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-07-01,True,False,1042.0,False,monthly_and_transactions_not_reconciled
010500037_,шт,Алматы,2025-08-04,20000081777,144.0,616,180,3.0,29.0,24.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-08-01,True,False,965.0,False,monthly_and_transactions_not_reconciled
010500037_,шт,Алматы,2025-08-04,20000082545,48.0,616,180,3.0,29.0,24.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-08-01,True,False,965.0,False,monthly_and_transactions_not_reconciled
010500037_,шт,Алматы,2025-08-11,20000085775,30.0,632,180,3.0,29.0,24.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-08-01,True,False,965.0,False,monthly_and_transactions_not_reconciled
010500037_,шт,Алматы,2025-08-19,20000089631,50.0,646,180,3.0,29.0,24.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-08-01,True,False,965.0,False,monthly_and_transactions_not_reconciled
010500037_,шт,Алматы,2025-08-22,20000090930,48.0,648,180,3.0,29.0,24.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-08-01,True,False,965.0,False,monthly_and_transactions_not_reconciled
010500037_,шт,Алматы,2025-08-28,30000032921,48.0,654,180,3.0,29.0,24.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-08-01,True,False,965.0,False,monthly_and_transactions_not_reconciled
010500037_,шт,Алматы,2025-08-30,20000094463,48.0,665,180,3.0,29.0,24.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-08-01,True,False,965.0,False,monthly_and_transactions_not_reconciled
010500037_,шт,Алматы,2025-09-03,20000094940,48.0,660,180,3.0,29.0,24.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-09-01,True,False,885.0,False,monthly_and_transactions_not_reconciled
010500037_,шт,Алматы,2025-09-03,20000095590,34.0,660,180,3.0,29.0,24.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-09-01,True,False,885.0,False,monthly_and_transactions_not_reconciled
010500037_,шт,Алматы,2025-09-08,30000033009,48.0,670,180,3.0,29.0,24.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-09-01,True,False,885.0,False,monthly_and_transactions_not_reconciled
010500037_,шт,Алматы,2025-09-17,20000101503,30.0,661,180,3.0,29.0,24.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-09-01,True,False,885.0,False,monthly_and_transactions_not_reconciled
010500037_,шт,Алматы,2025-09-18,30000033095,48.0,667,180,3.0,29.0,24.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-09-01,True,False,885.0,False,monthly_and_transactions_not_reconciled
010500037_,шт,Алматы,2025-09-22,30000033105,96.0,681,180,3.0,29.0,24.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-09-01,True,False,885.0,False,monthly_and_transactions_not_reconciled
010500037_,шт,Алматы,2025-09-27,20000106483,48.0,692,180,3.0,29.0,24.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-09-01,True,False,885.0,False,monthly_and_transactions_not_reconciled
010500037_,шт,Алматы,2025-10-01,20000108136,48.0,684,180,3.0,29.0,24.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-10-01,True,False,681.0,False,monthly_and_transactions_not_reconciled
010500037_,шт,Алматы,2025-10-07,20000110324,48.0,682,180,3.0,29.0,24.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-10-01,True,False,681.0,False,monthly_and_transactions_not_reconciled
010500037_,шт,Алматы,2025-10-17,20000115716,48.0,694,180,3.0,29.0,24.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-10-01,True,False,681.0,False,monthly_and_transactions_not_reconciled
010500037_,шт,Алматы,2025-10-28,30000033415,96.0,687,180,3.0,25.0,24.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-10-01,True,False,681.0,False,monthly_and_transactions_not_reconciled
010500037_,шт,Алматы,2025-10-29,20000120602,35.0,692,180,3.0,25.0,24.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-10-01,True,False,681.0,False,monthly_and_transactions_not_reconciled
010500037_,шт,Алматы,2025-11-06,20000124158,24.0,723,180,3.0,23.0,24.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-11-01,True,False,1044.0,False,monthly_and_transactions_not_reconciled
