sku,month,stock_qty_raw,stock_status
300200948_,2024-09-01,150.0,observed
300200948_,2024-10-01,137.0,observed
300200948_,2024-11-01,125.0,observed
300200948_,2024-12-01,114.0,observed
300200948_,2025-01-01,108.0,observed
300200948_,2025-02-01,91.0,observed
300200948_,2025-03-01,82.0,observed
300200948_,2025-04-01,72.0,observed
300200948_,2025-05-01,68.0,observed
300200948_,2025-06-01,68.0,observed
300200948_,2025-07-01,66.0,observed
300200948_,2025-08-01,57.0,observed
300200948_,2025-09-01,50.0,observed
300200948_,2025-10-01,47.0,observed
300200948_,2025-11-01,43.0,observed
300200948_,2025-12-01,53.0,observed
300200948_,2026-01-01,52.0,observed
300200948_,2026-02-01,44.0,observed
300200948_,2026-03-01,43.0,observed
300200948_,2026-04-01,40.0,observed
300200948_,2026-05-01,33.0,observed
300200948_,2026-06-01,33.0,observed
300200948_,2026-07-01,16.0,observed
300200948_,2026-08-01,25.0,observed
300200948_,2026-09-01,17.0,observed
300200949_,2024-01-01,,blank
300200949_,2024-02-01,,blank
300200949_,2024-03-01,,blank
300200949_,2024-04-01,,blank
300200949_,2024-05-01,,blank
300200949_,2024-06-01,,blank
300200949_,2024-07-01,,blank
300200949_,2024-08-01,,blank
300200949_,2024-09-01,50.0,observed
300200949_,2024-10-01,37.0,observed
300200949_,2024-11-01,27.0,observed
300200949_,2024-12-01,49.0,observed
300200949_,2025-01-01,49.0,observed
300200949_,2025-02-01,47.0,observed
300200949_,2025-03-01,46.0,observed
300200949_,2025-04-01,45.0,observed
300200949_,2025-05-01,45.0,observed
300200949_,2025-06-01,45.0,observed
300200949_,2025-07-01,45.0,observed
300200949_,2025-08-01,43.0,observed
300200949_,2025-09-01,43.0,observed
300200949_,2025-10-01,43.0,observed
300200949_,2025-11-01,43.0,observed
300200949_,2025-12-01,43.0,observed
300200949_,2026-01-01,42.0,observed
300200949_,2026-02-01,42.0,observed
300200949_,2026-03-01,41.0,observed
300200949_,2026-04-01,41.0,observed
300200949_,2026-05-01,37.0,observed
300200949_,2026-06-01,37.0,observed
300200949_,2026-07-01,36.0,observed
300200949_,2026-08-01,46.0,observed
300200949_,2026-09-01,41.0,observed
300200950_,2024-01-01,,blank
300200950_,2024-02-01,,blank
300200950_,2024-03-01,,blank
300200950_,2024-04-01,,blank
300200950_,2024-05-01,,blank
300200950_,2024-06-01,,blank
300200950_,2024-07-01,,blank
300200950_,2024-08-01,,blank
300200950_,2024-09-01,,blank
300200950_,2024-10-01,139.0,observed
300200950_,2024-11-01,126.0,observed
300200950_,2024-12-01,131.0,observed
300200950_,2025-01-01,127.0,observed
300200950_,2025-02-01,124.0,observed
300200950_,2025-03-01,118.0,observed
300200950_,2025-04-01,117.0,observed
300200950_,2025-05-01,77.0,observed
300200950_,2025-06-01,76.0,observed
300200950_,2025-07-01,74.0,observed
300200950_,2025-08-01,58.0,observed
300200950_,2025-09-01,54.0,observed
300200950_,2025-10-01,49.0,observed
300200950_,2025-11-01,44.0,observed
300200950_,2025-12-01,45.0,observed
300200950_,2026-01-01,48.0,observed
300200950_,2026-02-01,40.0,observed
300200950_,2026-03-01,40.0,observed
300200950_,2026-04-01,40.0,observed
300200950_,2026-05-01,34.0,observed
300200950_,2026-06-01,32.0,observed
300200950_,2026-07-01,22.0,observed
300200950_,2026-08-01,32.0,observed
300200950_,2026-09-01,29.0,observed
300200951_,2024-01-01,,blank
300200951_,2024-02-01,,blank
300200951_,2024-03-01,,blank
300200951_,2024-04-01,,blank
300200951_,2024-05-01,,blank
300200951_,2024-06-01,,blank
300200951_,2024-07-01,,blank
300200951_,2024-08-01,,blank
300200951_,2024-09-01,10.0,observed
300200951_,2024-10-01,9.0,observed
300200951_,2024-11-01,9.0,observed
300200951_,2024-12-01,9.0,observed
300200951_,2025-01-01,9.0,observed
300200951_,2025-02-01,9.0,observed
300200951_,2025-03-01,9.0,observed
300200951_,2025-04-01,6.0,observed
300200951_,2025-05-01,6.0,observed
300200951_,2025-06-01,6.0,observed
300200951_,2025-07-01,6.0,observed
300200951_,2025-08-01,6.0,observed
300200951_,2025-09-01,6.0,observed
300200951_,2025-10-01,1.0,observed
300200951_,2025-11-01,2.0,observed
300200951_,2025-12-01,4.0,observed
300200951_,2026-01-01,4.0,observed
300200951_,2026-02-01,3.0,observed
300200951_,2026-03-01,3.0,observed
300200951_,2026-04-01,3.0,observed
300200951_,2026-05-01,3.0,observed
300200951_,2026-06-01,3.0,observed
300200951_,2026-07-01,3.0,observed
300200951_,2026-08-01,3.0,observed
300200951_,2026-09-01,3.0,observed
300200952_,2024-01-01,,blank
300200952_,2024-02-01,,blank
300200952_,2024-03-01,,blank
300200952_,2024-04-01,,blank
300200952_,2024-05-01,,blank
300200952_,2024-06-01,,blank
300200952_,2024-07-01,,blank
300200952_,2024-08-01,,blank
300200952_,2024-09-01,,blank
300200952_,2024-10-01,49.0,observed
300200952_,2024-11-01,49.0,observed
300200952_,2024-12-01,49.0,observed
300200952_,2025-01-01,49.0,observed
300200952_,2025-02-01,45.0,observed
300200952_,2025-03-01,45.0,observed
300200952_,2025-04-01,45.0,observed
300200952_,2025-05-01,37.0,observed
300200952_,2025-06-01,37.0,observed
300200952_,2025-07-01,37.0,observed
300200952_,2025-08-01,37.0,observed
300200952_,2025-09-01,37.0,observed
300200952_,2025-10-01,37.0,observed
300200952_,2025-11-01,37.0,observed
300200952_,2025-12-01,37.0,observed
300200952_,2026-01-01,37.0,observed
300200952_,2026-02-01,37.0,observed
300200952_,2026-03-01,37.0,observed
300200952_,2026-04-01,35.0,observed
300200952_,2026-05-01,28.0,observed
300200952_,2026-06-01,28.0,observed
300200952_,2026-07-01,27.0,observed
300200952_,2026-08-01,27.0,observed
300200952_,2026-09-01,27.0,observed
300200953_,2024-01-01,,blank
300200953_,2024-02-01,,blank
300200953_,2024-03-01,,blank
300200953_,2024-04-01,,blank
300200953_,2024-05-01,,blank
300200953_,2024-06-01,,blank
300200953_,2024-07-01,,blank
300200953_,2024-08-01,,blank
300200953_,2024-09-01,50.0,observed
300200953_,2024-10-01,49.0,observed
300200953_,2024-11-01,46.0,observed
300200953_,2024-12-01,43.0,observed
300200953_,2025-01-01,43.0,observed
300200953_,2025-02-01,33.0,observed
300200953_,2025-03-01,33.0,observed
300200953_,2025-04-01,33.0,observed
300200953_,2025-05-01,32.0,observed
300200953_,2025-06-01,32.0,observed
300200953_,2025-07-01,29.0,observed
300200953_,2025-08-01,29.0,observed
300200953_,2025-09-01,29.0,observed
300200953_,2025-10-01,29.0,observed
300200953_,2025-11-01,25.0,observed
300200953_,2025-12-01,25.0,observed
300200953_,2026-01-01,25.0,observed
300200953_,2026-02-01,23.0,observed
300200953_,2026-03-01,21.0,observed
300200953_,2026-04-01,21.0,observed
300200953_,2026-05-01,10.0,observed
300200953_,2026-06-01,9.0,observed
300200953_,2026-07-01,5.0,observed
300200953_,2026-08-01,10.0,observed
300200953_,2026-09-01,10.0,observed
300200954_,2024-01-01,,blank
300200954_,2024-02-01,,blank
300200954_,2024-03-01,,blank
300200954_,2024-04-01,,blank
300200954_,2024-05-01,,blank
300200954_,2024-06-01,,blank
300200954_,2024-07-01,,blank
300200954_,2024-08-01,,blank
300200954_,2024-09-01,50.0,observed
300200954_,2024-10-01,48.0,observed
300200954_,2024-11-01,48.0,observed
300200954_,2024-12-01,48.0,observed
300200954_,2025-01-01,48.0,observed
300200954_,2025-02-01,30.0,observed
300200954_,2025-03-01,29.0,observed
300200954_,2025-04-01,29.0,observed
300200954_,2025-05-01,29.0,observed
300200954_,2025-06-01,29.0,observed
300200954_,2025-07-01,29.0,observed
300200954_,2025-08-01,27.0,observed
300200954_,2025-09-01,27.0,observed
300200954_,2025-10-01,27.0,observed
300200954_,2025-11-01,27.0,observed
300200954_,2025-12-01,27.0,observed
300200954_,2026-01-01,27.0,observed
300200954_,2026-02-01,27.0,observed
300200954_,2026-03-01,27.0,observed
300200954_,2026-04-01,27.0,observed
300200954_,2026-05-01,27.0,observed
300200954_,2026-06-01,20.0,observed
300200954_,2026-07-01,20.0,observed
300200954_,2026-08-01,20.0,observed
300200954_,2026-09-01,20.0,observed
300200955_,2024-01-01,,blank
300200955_,2024-02-01,,blank
300200955_,2024-03-01,,blank
300200955_,2024-04-01,,blank
300200955_,2024-05-01,,blank
300200955_,2024-06-01,,blank
300200955_,2024-07-01,,blank
300200955_,2024-08-01,,blank
300200955_,2024-09-01,,blank
300200955_,2024-10-01,15.0,observed
300200955_,2024-11-01,15.0,observed
300200955_,2024-12-01,20.0,observed
300200955_,2025-01-01,20.0,observed
300200955_,2025-02-01,20.0,observed
300200955_,2025-03-01,20.0,observed
300200955_,2025-04-01,20.0,observed
300200955_,2025-05-01,20.0,observed
300200955_,2025-06-01,20.0,observed
300200955_,2025-07-01,20.0,observed
300200955_,2025-08-01,17.0,observed
300200955_,2025-09-01,17.0,observed
300200955_,2025-10-01,17.0,observed
300200955_,2025-11-01,17.0,observed
300200955_,2025-12-01,17.0,observed
300200955_,2026-01-01,17.0,observed
300200955_,2026-02-01,17.0,observed
300200955_,2026-03-01,17.0,observed
300200955_,2026-04-01,17.0,observed
300200955_,2026-05-01,17.0,observed
300200955_,2026-06-01,17.0,observed
300200955_,2026-07-01,17.0,observed
300200955_,2026-08-01,17.0,observed
300200955_,2026-09-01,15.0,observed
300200371_,2024-01-01,32.0,observed
300200371_,2024-02-01,32.0,observed
300200371_,2024-03-01,251.0,observed
300200371_,2024-04-01,424.0,observed
300200371_,2024-05-01,670.0,observed
300200371_,2024-06-01,612.0,observed
300200371_,2024-07-01,588.0,observed
300200371_,2024-08-01,552.0,observed
300200371_,2024-09-01,513.0,observed
300200371_,2024-10-01,505.0,observed
300200371_,2024-11-01,490.0,observed
300200371_,2024-12-01,448.0,observed
300200371_,2025-01-01,454.0,observed
300200371_,2025-02-01,448.0,observed
300200371_,2025-03-01,440.0,observed
300200371_,2025-04-01,412.0,observed
300200371_,2025-05-01,407.0,observed
300200371_,2025-06-01,420.0,observed
300200371_,2025-07-01,388.0,observed
300200371_,2025-08-01,358.0,observed
300200371_,2025-09-01,291.0,observed
300200371_,2025-10-01,268.0,observed
300200371_,2025-11-01,262.0,observed
300200371_,2025-12-01,235.0,observed
300200371_,2026-01-01,231.0,observed
300200371_,2026-02-01,225.0,observed
300200371_,2026-03-01,220.0,observed
300200371_,2026-04-01,205.0,observed
300200371_,2026-05-01,188.0,observed
300200371_,2026-06-01,181.0,observed
300200371_,2026-07-01,161.0,observed
300200371_,2026-08-01,141.0,observed
300200371_,2026-09-01,116.0,observed
300200420_,2024-01-01,30.0,observed
300200420_,2024-02-01,30.0,observed
300200420_,2024-03-01,50.0,observed
300200420_,2024-04-01,28.0,observed
300200420_,2024-05-01,109.0,observed
300200420_,2024-06-01,109.0,observed
300200420_,2024-07-01,109.0,observed
300200420_,2024-08-01,147.0,observed
300200420_,2024-09-01,142.0,observed
300200420_,2024-10-01,132.0,observed
300200420_,2024-11-01,122.0,observed
300200420_,2024-12-01,110.0,observed
300200420_,2025-01-01,116.0,observed
300200420_,2025-02-01,113.0,observed
300200420_,2025-03-01,113.0,observed
300200420_,2025-04-01,109.0,observed
300200420_,2025-05-01,69.0,observed
300200420_,2025-06-01,65.0,observed
300200420_,2025-07-01,62.0,observed
300200420_,2025-08-01,62.0,observed
300200420_,2025-09-01,61.0,observed
300200420_,2025-10-01,51.0,observed
300200420_,2025-11-01,48.0,observed
300200420_,2025-12-01,42.0,observed
300200420_,2026-01-01,36.0,observed
300200420_,2026-02-01,36.0,observed
300200420_,2026-03-01,36.0,observed
300200420_,2026-04-01,36.0,observed
300200420_,2026-05-01,31.0,observed
300200420_,2026-06-01,31.0,observed
300200420_,2026-07-01,11.0,observed
300200420_,2026-08-01,18.0,observed
300200420_,2026-09-01,18.0,observed
300200375_,2024-01-01,47.0,observed
300200375_,2024-02-01,47.0,observed
300200375_,2024-03-01,96.0,observed
300200375_,2024-04-01,157.0,observed
300200375_,2024-05-01,635.0,observed
300200375_,2024-06-01,609.0,observed
300200375_,2024-07-01,588.0,observed
300200375_,2024-08-01,575.0,observed
300200375_,2024-09-01,502.0,observed
300200375_,2024-10-01,458.0,observed
300200375_,2024-11-01,431.0,observed
300200375_,2024-12-01,358.0,observed
300200375_,2025-01-01,315.0,observed
300200375_,2025-02-01,305.0,observed
300200375_,2025-03-01,273.0,observed
300200375_,2025-04-01,159.0,observed
300200375_,2025-05-01,204.0,observed
300200375_,2025-06-01,183.0,observed
300200375_,2025-07-01,220.0,observed
300200375_,2025-08-01,209.0,observed
300200375_,2025-09-01,183.0,observed
300200375_,2025-10-01,142.0,observed
300200375_,2025-11-01,129.0,observed
300200375_,2025-12-01,147.0,observed
300200375_,2026-01-01,131.0,observed
300200375_,2026-02-01,64.0,observed
300200375_,2026-03-01,78.0,observed
300200375_,2026-04-01,57.0,observed
300200375_,2026-05-01,98.0,observed
300200375_,2026-06-01,76.0,observed
300200375_,2026-07-01,37.0,observed
300200375_,2026-08-01,157.0,observed
300200375_,2026-09-01,132.0,observed
300200422_,2024-01-01,12.0,observed
300200422_,2024-02-01,12.0,observed
300200422_,2024-03-01,22.0,observed
300200422_,2024-04-01,12.0,observed
300200422_,2024-05-01,85.0,observed
300200422_,2024-06-01,75.0,observed
300200422_,2024-07-01,74.0,observed
300200422_,2024-08-01,79.0,observed
300200422_,2024-09-01,76.0,observed
300200422_,2024-10-01,63.0,observed
300200422_,2024-11-01,63.0,observed
300200422_,2024-12-01,53.0,observed
300200422_,2025-01-01,71.0,observed
300200422_,2025-02-01,61.0,observed
300200422_,2025-03-01,61.0,observed
300200422_,2025-04-01,60.0,observed
300200422_,2025-05-01,53.0,observed
300200422_,2025-06-01,52.0,observed
300200422_,2025-07-01,50.0,observed
300200422_,2025-08-01,50.0,observed
300200422_,2025-09-01,46.0,observed
300200422_,2025-10-01,46.0,observed
300200422_,2025-11-01,43.0,observed
300200422_,2025-12-01,41.0,observed
300200422_,2026-01-01,39.0,observed
300200422_,2026-02-01,39.0,observed
300200422_,2026-03-01,39.0,observed
300200422_,2026-04-01,39.0,observed
300200422_,2026-05-01,36.0,observed
300200422_,2026-06-01,36.0,observed
300200422_,2026-07-01,13.0,observed
300200422_,2026-08-01,19.0,observed
300200422_,2026-09-01,19.0,observed
300200363_,2024-01-01,46.0,observed
300200363_,2024-02-01,6.0,observed
300200363_,2024-03-01,6.0,observed
300200363_,2024-04-01,6.0,observed
300200363_,2024-05-01,80.0,observed
300200363_,2024-06-01,58.0,observed
300200363_,2024-07-01,47.0,observed
300200363_,2024-08-01,72.0,observed
300200363_,2024-09-01,58.0,observed
300200363_,2024-10-01,44.0,observed
300200363_,2024-11-01,30.0,observed
300200363_,2024-12-01,37.0,observed
300200363_,2025-01-01,58.0,observed
300200363_,2025-02-01,58.0,observed
300200363_,2025-03-01,56.0,observed
300200363_,2025-04-01,63.0,observed
300200363_,2025-05-01,62.0,observed
300200363_,2025-06-01,61.0,observed
300200363_,2025-07-01,50.0,observed
300200363_,2025-08-01,50.0,observed
300200363_,2025-09-01,50.0,observed
300200363_,2025-10-01,50.0,observed
300200363_,2025-11-01,40.0,observed
300200363_,2025-12-01,40.0,observed
300200363_,2026-01-01,40.0,observed
300200363_,2026-02-01,39.0,observed
300200363_,2026-03-01,38.0,observed
300200363_,2026-04-01,38.0,observed
300200363_,2026-05-01,36.0,observed
300200363_,2026-06-01,34.0,observed
300200363_,2026-07-01,31.0,observed
300200363_,2026-08-01,46.0,observed
300200363_,2026-09-01,45.0,observed
300200423_,2024-01-01,1.0,observed
300200423_,2024-02-01,1.0,observed
300200423_,2024-03-01,1.0,observed
300200423_,2024-04-01,1.0,observed
300200423_,2024-05-01,1.0,observed
300200423_,2024-06-01,1.0,observed
300200423_,2024-07-01,1.0,observed
300200423_,2024-08-01,1.0,observed
300200423_,2024-09-01,1.0,observed
300200423_,2024-10-01,1.0,observed
300200423_,2024-11-01,1.0,observed
300200423_,2024-12-01,1.0,observed
300200423_,2025-01-01,1.0,observed
300200423_,2025-02-01,1.0,observed
300200423_,2025-03-01,1.0,observed
300200423_,2025-04-01,1.0,observed
300200423_,2025-05-01,1.0,observed
300200423_,2025-06-01,1.0,observed
300200423_,2025-07-01,1.0,observed
300200423_,2025-08-01,1.0,observed
300200423_,2025-09-01,1.0,observed
300200423_,2025-10-01,1.0,observed
300200423_,2025-11-01,1.0,observed
300200423_,2025-12-01,1.0,observed
300200423_,2026-01-01,1.0,observed
300200423_,2026-02-01,1.0,observed
300200423_,2026-03-01,1.0,observed
300200423_,2026-04-01,1.0,observed
300200423_,2026-05-01,1.0,observed
300200423_,2026-06-01,1.0,observed
300200423_,2026-07-01,1.0,observed
300200423_,2026-08-01,1.0,observed
300200423_,2026-09-01,1.0,observed
300200368_,2024-01-01,17.0,observed
300200368_,2024-02-01,57.0,observed
300200368_,2024-03-01,205.0,observed
300200368_,2024-04-01,182.0,observed
300200368_,2024-05-01,190.0,observed
300200368_,2024-06-01,159.0,observed
300200368_,2024-07-01,127.0,observed
300200368_,2024-08-01,121.0,observed
300200368_,2024-09-01,90.0,observed
300200368_,2024-10-01,85.0,observed
300200368_,2024-11-01,105.0,observed
300200368_,2024-12-01,37.0,observed
300200368_,2025-01-01,173.0,observed
300200368_,2025-02-01,171.0,observed
300200368_,2025-03-01,161.0,observed
300200368_,2025-04-01,172.0,observed
300200368_,2025-05-01,156.0,observed
300200368_,2025-06-01,149.0,observed
300200368_,2025-07-01,130.0,observed
300200368_,2025-08-01,125.0,observed
300200368_,2025-09-01,105.0,observed
300200368_,2025-10-01,90.0,observed
300200368_,2025-11-01,83.0,observed
300200368_,2025-12-01,77.0,observed
300200368_,2026-01-01,74.0,observed
300200368_,2026-02-01,58.0,observed
300200368_,2026-03-01,55.0,observed
300200368_,2026-04-01,47.0,observed
300200368_,2026-05-01,45.0,observed
300200368_,2026-06-01,31.0,observed
300200368_,2026-07-01,27.0,observed
300200368_,2026-08-01,29.0,observed
300200368_,2026-09-01,38.0,observed
300200367_,2024-01-01,16.0,observed
300200367_,2024-02-01,26.0,observed
300200367_,2024-03-01,64.0,observed
300200367_,2024-04-01,107.0,observed
300200367_,2024-05-01,246.0,observed
300200367_,2024-06-01,217.0,observed
300200367_,2024-07-01,181.0,observed
300200367_,2024-08-01,186.0,observed
300200367_,2024-09-01,159.0,observed
300200367_,2024-10-01,133.0,observed
300200367_,2024-11-01,124.0,observed
300200367_,2024-12-01,150.0,observed
300200367_,2025-01-01,149.0,observed
300200367_,2025-02-01,203.0,observed
300200367_,2025-03-01,195.0,observed
300200367_,2025-04-01,250.0,observed
300200367_,2025-05-01,232.0,observed
300200367_,2025-06-01,232.0,observed
300200367_,2025-07-01,189.0,observed
300200367_,2025-08-01,177.0,observed
300200367_,2025-09-01,156.0,observed
300200367_,2025-10-01,133.0,observed
300200367_,2025-11-01,130.0,observed
300200367_,2025-12-01,127.0,observed
300200367_,2026-01-01,127.0,observed
300200367_,2026-02-01,125.0,observed
300200367_,2026-03-01,125.0,observed
300200367_,2026-04-01,125.0,observed
300200367_,2026-05-01,118.0,observed
300200367_,2026-06-01,94.0,observed
300200367_,2026-07-01,94.0,observed
300200367_,2026-08-01,80.0,observed
300200367_,2026-09-01,80.0,observed
300200426_,2024-01-01,13.0,observed
300200426_,2024-02-01,13.0,observed
300200426_,2024-03-01,9.0,observed
300200426_,2024-04-01,9.0,observed
300200426_,2024-05-01,29.0,observed
300200426_,2024-06-01,29.0,observed
300200426_,2024-07-01,27.0,observed
300200426_,2024-08-01,43.0,observed
300200426_,2024-09-01,42.0,observed
300200426_,2024-10-01,42.0,observed
300200426_,2024-11-01,42.0,observed
300200426_,2024-12-01,42.0,observed
300200426_,2025-01-01,39.0,observed
300200426_,2025-02-01,39.0,observed
300200426_,2025-03-01,39.0,observed
300200426_,2025-04-01,38.0,observed
300200426_,2025-05-01,36.0,observed
300200426_,2025-06-01,36.0,observed
300200426_,2025-07-01,36.0,observed
300200426_,2025-08-01,35.0,observed
300200426_,2025-09-01,35.0,observed
300200426_,2025-10-01,35.0,observed
300200426_,2025-11-01,35.0,observed
300200426_,2025-12-01,35.0,observed
300200426_,2026-01-01,35.0,observed
300200426_,2026-02-01,35.0,observed
300200426_,2026-03-01,35.0,observed
300200426_,2026-04-01,35.0,observed
300200426_,2026-05-01,35.0,observed
300200426_,2026-06-01,35.0,observed
300200426_,2026-07-01,35.0,observed
300200426_,2026-08-01,35.0,observed
300200426_,2026-09-01,35.0,observed
300200424_,2024-01-01,35.0,observed
300200424_,2024-02-01,31.0,observed
300200424_,2024-03-01,35.0,observed
300200424_,2024-04-01,15.0,observed
300200424_,2024-05-01,60.0,observed
300200424_,2024-06-01,58.0,observed
300200424_,2024-07-01,57.0,observed
300200424_,2024-08-01,78.0,observed
300200424_,2024-09-01,75.0,observed
300200424_,2024-10-01,65.0,observed
300200424_,2024-11-01,61.0,observed
300200424_,2024-12-01,61.0,observed
300200424_,2025-01-01,79.0,observed
300200424_,2025-02-01,78.0,observed
300200424_,2025-03-01,78.0,observed
300200424_,2025-04-01,77.0,observed
300200424_,2025-05-01,69.0,observed
300200424_,2025-06-01,69.0,observed
300200424_,2025-07-01,68.0,observed
300200424_,2025-08-01,68.0,observed
300200424_,2025-09-01,68.0,observed
300200424_,2025-10-01,67.0,observed
300200424_,2025-11-01,67.0,observed
300200424_,2025-12-01,64.0,observed
300200424_,2026-01-01,63.0,observed
300200424_,2026-02-01,63.0,observed
300200424_,2026-03-01,63.0,observed
300200424_,2026-04-01,63.0,observed
300200424_,2026-05-01,62.0,observed
300200424_,2026-06-01,61.0,observed
300200424_,2026-07-01,61.0,observed
300200424_,2026-08-01,66.0,observed
300200424_,2026-09-01,66.0,observed
300200372_,2024-01-01,2.0,observed
300200372_,2024-02-01,2.0,observed
300200372_,2024-03-01,35.0,observed
300200372_,2024-04-01,2.0,observed
300200372_,2024-05-01,503.0,observed
300200372_,2024-06-01,519.0,observed
300200372_,2024-07-01,461.0,observed
300200372_,2024-08-01,408.0,observed
300200372_,2024-09-01,360.0,observed
300200372_,2024-10-01,294.0,observed
300200372_,2024-11-01,242.0,observed
300200372_,2024-12-01,220.0,observed
300200372_,2025-01-01,217.0,observed
300200372_,2025-02-01,191.0,observed
300200372_,2025-03-01,171.0,observed
300200372_,2025-04-01,335.0,observed
300200372_,2025-05-01,318.0,observed
300200372_,2025-06-01,306.0,observed
300200372_,2025-07-01,270.0,observed
300200372_,2025-08-01,209.0,observed
300200372_,2025-09-01,184.0,observed
300200372_,2025-10-01,131.0,observed
300200372_,2025-11-01,129.0,observed
300200372_,2025-12-01,129.0,observed
300200372_,2026-01-01,106.0,observed
300200372_,2026-02-01,104.0,observed
300200372_,2026-03-01,104.0,observed
300200372_,2026-04-01,104.0,observed
300200372_,2026-05-01,94.0,observed
300200372_,2026-06-01,64.0,observed
300200372_,2026-07-01,38.0,observed
300200372_,2026-08-01,61.0,observed
300200372_,2026-09-01,74.0,observed
300200373_,2024-01-01,2.0,observed
300200373_,2024-02-01,2.0,observed
300200373_,2024-03-01,25.0,observed
300200373_,2024-04-01,95.0,observed
300200373_,2024-05-01,313.0,observed
300200373_,2024-06-01,286.0,observed
300200373_,2024-07-01,302.0,observed
300200373_,2024-08-01,326.0,observed
300200373_,2024-09-01,314.0,observed
300200373_,2024-10-01,295.0,observed
300200373_,2024-11-01,210.0,observed
300200373_,2024-12-01,128.0,observed
300200373_,2025-01-01,150.0,observed
300200373_,2025-02-01,117.0,observed
300200373_,2025-03-01,134.0,observed
300200373_,2025-04-01,69.0,observed
300200373_,2025-05-01,201.0,observed
300200373_,2025-06-01,256.0,observed
300200373_,2025-07-01,241.0,observed
300200373_,2025-08-01,239.0,observed
300200373_,2025-09-01,236.0,observed
300200373_,2025-10-01,229.0,observed
300200373_,2025-11-01,212.0,observed
300200373_,2025-12-01,212.0,observed
300200373_,2026-01-01,211.0,observed
300200373_,2026-02-01,180.0,observed
300200373_,2026-03-01,165.0,observed
300200373_,2026-04-01,165.0,observed
300200373_,2026-05-01,126.0,observed
300200373_,2026-06-01,122.0,observed
300200373_,2026-07-01,82.0,observed
300200373_,2026-08-01,63.0,observed
300200373_,2026-09-01,61.0,observed
300200418_,2024-01-01,43.0,observed
300200418_,2024-02-01,33.0,observed
300200418_,2024-03-01,33.0,observed
300200418_,2024-04-01,23.0,observed
300200418_,2024-05-01,13.0,observed
300200418_,2024-06-01,13.0,observed
300200418_,2024-07-01,13.0,observed
300200418_,2024-08-01,43.0,observed
300200418_,2024-09-01,38.0,observed
300200418_,2024-10-01,38.0,observed
300200418_,2024-11-01,37.0,observed
300200418_,2024-12-01,6.0,observed
300200418_,2025-01-01,45.0,observed
300200418_,2025-02-01,45.0,observed
300200418_,2025-03-01,45.0,observed
300200418_,2025-04-01,44.0,observed
300200418_,2025-05-01,42.0,observed
300200418_,2025-06-01,42.0,observed
300200418_,2025-07-01,42.0,observed
300200418_,2025-08-01,38.0,observed
300200418_,2025-09-01,38.0,observed
300200418_,2025-10-01,27.0,observed
300200418_,2025-11-01,27.0,observed
300200418_,2025-12-01,26.0,observed
300200418_,2026-01-01,24.0,observed
300200418_,2026-02-01,23.0,observed
300200418_,2026-03-01,23.0,observed
300200418_,2026-04-01,23.0,observed
300200418_,2026-05-01,23.0,observed
300200418_,2026-06-01,23.0,observed
300200418_,2026-07-01,23.0,observed
300200418_,2026-08-01,23.0,observed
300200418_,2026-09-01,23.0,observed
300200365_,2024-01-01,1.0,observed
300200365_,2024-02-01,241.0,observed
300200365_,2024-03-01,2116.0,observed
300200365_,2024-04-01,1373.0,observed
300200365_,2024-05-01,2943.0,observed
300200365_,2024-06-01,2214.0,observed
300200365_,2024-07-01,1792.0,observed
300200365_,2024-08-01,2516.0,observed
300200365_,2024-09-01,2222.0,observed
300200365_,2024-10-01,1875.0,observed
300200365_,2024-11-01,2033.0,observed
300200365_,2024-12-01,1444.0,observed
300200365_,2025-01-01,2289.0,observed
300200365_,2025-02-01,2156.0,observed
300200365_,2025-03-01,1732.0,observed
300200365_,2025-04-01,3537.0,observed
300200365_,2025-05-01,3085.0,observed
300200365_,2025-06-01,2725.0,observed
300200365_,2025-07-01,2245.0,observed
300200365_,2025-08-01,1916.0,observed
300200365_,2025-09-01,1844.0,observed
300200365_,2025-10-01,1650.0,observed
300200365_,2025-11-01,1363.0,observed
300200365_,2025-12-01,1362.0,observed
300200365_,2026-01-01,1188.0,observed
300200365_,2026-02-01,986.0,observed
300200365_,2026-03-01,1014.0,observed
300200365_,2026-04-01,820.0,observed
300200365_,2026-05-01,882.0,observed
300200365_,2026-06-01,745.0,observed
300200365_,2026-07-01,321.0,observed
300200365_,2026-08-01,369.0,observed
300200365_,2026-09-01,383.0,observed
300200364_,2024-01-01,4.0,observed
300200364_,2024-02-01,84.0,observed
300200364_,2024-03-01,4.0,observed
300200364_,2024-04-01,4.0,observed
300200364_,2024-05-01,1.0,observed
300200364_,2024-06-01,211.0,observed
300200364_,2024-07-01,177.0,observed
300200364_,2024-08-01,125.0,observed
300200364_,2024-09-01,190.0,observed
300200364_,2024-10-01,147.0,observed
300200364_,2024-11-01,292.0,observed
300200364_,2024-12-01,266.0,observed
300200364_,2025-01-01,202.0,observed
300200364_,2025-02-01,319.0,observed
300200364_,2025-03-01,312.0,observed
300200364_,2025-04-01,400.0,observed
300200364_,2025-05-01,377.0,observed
300200364_,2025-06-01,377.0,observed
300200364_,2025-07-01,305.0,observed
300200364_,2025-08-01,229.0,observed
300200364_,2025-09-01,162.0,observed
300200364_,2025-10-01,175.0,observed
300200364_,2025-11-01,195.0,observed
300200364_,2025-12-01,156.0,observed
300200364_,2026-01-01,140.0,observed
