sku,supplier_sku,min_order_qty,moq_known
270300265_,YCE-CS-100-20,1.0,True
270300222_,YCE-CS-150-20,1.0,True
270300266_,YCE-CS-050-20,1.0,True
270300277_,YOB30-0800-20,1.0,True
270300278_,YOB30-0900-20,1.0,True
270300302_,YCE-MH-35-95,1.0,True
270300301_,YCE-EH-40-90,1.0,True
270300303_,YCE-HT-00-60-50-90,1.0,True
270300300_,YCE-DTNO-NO-60,1.0,True
270300299_,YCE-DTNO-NC-60,1.0,True
130600145_,YCE-TNC-00-60,10.0,True
130600154_,YCE-TNO-00-60,10.0,True
270300304_,YTT21-00-60-NO-NC,1.0,True
270300305_,YUK10-37-55,1.0,True
130300982_,IPA10-6-0100-E,1.0,True
130300962_,IPA10-6-0200-E,1.0,True
130301000_,IPA20-6-0200-E,1.0,True
130300985_,IPA10-6-0400-E,1.0,True
130300986_,IPA10-6-0600-E,1.0,True
130300963_,IPA10-6-1000-E,1.0,True
130301016_,IPV10-6-0500-E,1.0,True
130200430_,A2L5-VD10-10,1.0,True
130200441_,A2L5-DM10D-TL2-110-22,1.0,True
130200440_,A2L5-DM10D-MT1,1.0,True
130200431_,A2L5-DM11-01,1.0,True
130200435_,A2L5-DM15-01,1.0,True
130200432_,A2L5-DM11-02,1.0,True
130200433_,A2L5-DM12-03,1.0,True
130200434_,A2L5-DM13-03,1.0,True
114001010_,TMD-1S-182,1.0,True
130200185_,TMD-3L-830,1.0,True
130200184_,TMD-3L-838,1.0,True
114001002_,TMD-2B-830,1.0,True
130200442_,A2L5-IT11-01,1.0,True
130200443_,A2L5-IT12-02,1.0,True
130200444_,A2L5-ST14-02,1.0,True
130200445_,A2L5-ST14-03,1.0,True
130300546_,TKL10-D15-006,1.0,True
130300544_,TKL10-D4,1.0,True
130300147_,TKL20-010-035,1.0,True
130300545_,TKL10-D6,1.0,True
130300032_,TKL20-D05-006,1.0,True
130300033_,TKL20-006-016,1.0,True
130200436_,A2L5-CM11-01,1.0,True
130200437_,A2L5-CM13-01,1.0,True
130200439_,A2L5-CM14-01,1.0,True
130200438_,A2L5-CM13-02,1.0,True
200400034_,TCM-1S-266,1.0,True
130200183_,TCM-1C-266,1.0,True
130301257_,TFS10-1-10,1.0,True
130301258_,TFS10-3-06,1.0,True
130300293_,TFS-D3,,False
130300291_,TLK10-240,1.0,True
130301099_,TLK10-765,1.0,True
130300292_,TLK10-250,1.0,True
130300596_,TLK10-300,1.0,True
200400259_,TM1-B11V,1.0,True
200400264_,TM1-B11H,1.0,True
130300005_,TPR10,1.0,True
130300006_,TPR20,1.0,True
130200422_,A2L5-PC10-K4-160,1.0,True
130200423_,A2L5-PC10-K4-180,1.0,True
130200419_,A2L5-HC10-K4-180,1.0,True
130200424_,A2L5-PL10-K4-160,1.0,True
130200425_,A2L5-PL10-K4-180,1.0,True
130200426_,A2L5-PL10-K4-200,1.0,True
130200339_,TPL-2-160,,False
130200341_,TPL-3-180,1.0,True
130200420_,A2L5-LN10-K4-160,1.0,True
130200421_,A2L5-LN10-K4-200,1.0,True
130301096_,TKL10-001,1.0,True
130301097_,TKL10-004,1.0,True
130301098_,TKL10-015,1.0,True
130200417_,A2L5-BO10-08-K02,1.0,True
130200418_,A2L5-BP11-07-K02,1.0,True
130200416_,A2L5-BG30-05-K02,1.0,True
130200414_,A2L5-BG12-02-K02,1.0,True
130200415_,A2L5-BG12-03-K02,1.0,True
130200413_,A2L5-BG10-04-K02,1.0,True
151000774_,TIR10-1-008,1.0,True
280200252_,CS3-1C5EU,20.0,True
200400085_,LC1-C5E04-311,1.0,True
200400250_,LC3-C5E04-339,1.0,True
200400330_,LC1-C604-127-T-P-R,1.0,True
200400329_,LC1-C604-128-T-P-R,1.0,True
200400166_,LC3-C5E04-139,1.0,True
200400048_,LC1-C5E04-111,1.0,True
200400104_,LC1-C604-111,1.0,True
030201244_,BR-V23-0-10-K01,1.0,True
030201236_,BR-V23-0-10-K02,1.0,True
030201245_,BR-V23-0-10-K53,1.0,True
030201246_,BR-V23-0-10-K47,1.0,True
030201247_,BR-V23-0-10-K36,1.0,True
030201248_,BR-V23-0-10-K10,1.0,True
030201250_,BR-V23-0-10-K46,1.0,True
030201251_,BR-V23-0-10-K45,1.0,True
030201252_,BR-V23-0-10-K37,1.0,True
280301023_,ZKZ11-14-020-06,1.0,True
280301024_,ZKZ11-14-020-09,1.0,True
290100122_,WFP10-16-05-03-ZK-K02,5.0,True
290100146_,WFP10-16-05-03-ZK-K03,5.0,True
290100147_,WFP10-16-05-05-ZK-K02,5.0,True
290100148_,WFP10-16-05-05-ZK-K03,5.0,True
010300251_,KA-DP10-1-032,1.0,True
010300252_,KA-DP10-1-063,1.0,True
010300250_,KA-DP11-1-010-C,1.0,True
010300239_,KA-DP11-1-016-C,1.0,True
010300242_,KA-DP11-1-032-C,1.0,True
130500136_,MOP20-1-C,1.0,True
130300207_,MOP20-2-C,1.0,True
130500085_,MOP20-2-D,1.0,True
130500102_,MOP20-3-B,1.0,True
130500088_,MOP20-3-C,1.0,True
130500094_,MOP20-4-B,1.0,True
130500080_,MOP20-4-C,1.0,True
010400925_,IVC21-1-25,1.0,True
010400854_,IVC21-1-50,1.0,True
010400926_,IVC31-1-25,1.0,True
010400849_,IVC31-1-32,1.0,True
010400927_,IVC31-1-40,1.0,True
010400928_,IVC31-1-50,1.0,True
010400850_,IVC31-1-63,1.0,True
010400929_,IVR21-1-25,1.0,True
010400865_,IVR21-1-32,1.0,True
010400867_,IVR21-1-40,1.0,True
010400930_,IVR31-1-25,1.0,True
010400931_,IVR31-1-32,1.0,True
010400932_,IVR31-1-40,1.0,True
010400933_,IVR31-1-50,1.0,True
010400934_,IVR31-1-63,1.0,True
270400046_,MPR10-1-063,12.0,True
270400047_,MPR10-3-063,4.0,True
270400043_,MPR10-4-063,3.0,True
010400939_,KKV12-7141-1-64,1.0,True
010400940_,KKV12-P124-1-67,1.0,True
010400941_,KKV12-P125-1-67,1.0,True
010400942_,KKV12-P167-1-67,1.0,True
010400943_,KKV12-7124-1-64,1.0,True
010400944_,KKV12-7120-2-64,1.0,True
010400945_,KKV12-P104-2-67,1.0,True
010400946_,KKV12-P111-1-67,1.0,True
010400947_,KKV12-7310-2-64,1.0,True
010400948_,KKV12-7144-1-64,1.0,True
010400949_,KKV12-P108-1-67,1.0,True
010400950_,KKV12-7121-1-64,1.0,True
010400951_,KKV12-7140-2-64,1.0,True
010400952_,KKV12-P116-2-67,1.0,True
010400953_,KKV12-P122-1-67,1.0,True
010400954_,KKV12-P123-1-67,1.0,True
010400955_,KKV12-7311-2-64,1.0,True
010400956_,KKV12-P105-1-67,1.0,True
010400957_,KKV12-P115-2-67,1.0,True
010400958_,KKV12-7100-2-64,1.0,True
250600309_,TR5-11-N-030-20-13-65,1.0,True
250600310_,TR5-11-N-035-25-15-65,1.0,True
250600311_,TR5-11-N-040-30-17-65,1.0,True
250600312_,TR5-11-N-040-30-22-65,1.0,True
250600313_,TR5-11-N-050-40-18-65,1.0,True
250600314_,TR5-12-N-030-20-13-65,1.0,True
250600315_,TR5-12-N-035-25-15-65,1.0,True
250600316_,TR5-12-N-040-30-17-65,1.0,True
250600317_,TR5-12-N-040-30-22-65,1.0,True
250600318_,TR5-12-N-050-40-18-65,1.0,True
130200490_,A2L5-NS30-T2-13,1.0,True
130200491_,A2L5-NS50-T2-14,1.0,True
130200492_,A2L5-SC30-T2-ZS-10-080,1.0,True
130200493_,A2L5-SC30-T2-ZS-20-100,1.0,True
130200494_,A2L5-SC31-T2-HS-20-100,1.0,True
030201460_,TS-V16-0-10-55-K53,1.0,True
030201461_,TS-V20-0-10-55-K53,1.0,True
030201462_,TS-R16-16-55-K53,1.0,True
030201463_,TS-R26-16-55-G-K53,1.0,True
030201464_,TS-G10-6-55-V-K53,1.0,True
030201465_,TS-R26-16-55-V-K53,1.0,True
030201466_,TS-V22-0-10-55-K53,1.0,True
030201467_,TS-V10-0-10-55-K53,1.0,True
030201468_,TS-V14-0-10-55-K53,1.0,True
030201469_,TS-V16-0-10-55-k01,1.0,True
030201470_,TS-V20-0-10-55-k01,1.0,True
030201471_,TS-R16-16-55-k01,1.0,True
030201472_,TS-R26-16-55-G-k01,1.0,True
030201473_,TS-G10-6-55-V-k01,1.0,True
030201474_,TS-R26-16-55-V-k01,1.0,True
030201475_,TS-V22-0-10-55-k01,1.0,True
030201476_,TS-V10-0-10-55-k01,1.0,True
030201477_,TS-V14-0-10-55-k01,1.0,True
030201478_,TS-V16-0-10-55-k41,1.0,True
030201479_,TS-V20-0-10-55-k41,1.0,True
030201480_,TS-R16-16-55-k41,1.0,True
030201481_,TS-R26-16-55-G-k41,1.0,True
030201482_,TS-G10-6-55-V-k41,1.0,True
030201483_,TS-R26-16-55-V-k41,1.0,True
030201484_,TS-V22-0-10-55-k41,1.0,True
030201485_,TS-V10-0-10-55-k41,1.0,True
030201486_,TS-V14-0-10-55-k41,1.0,True
